genre,genreno,filename,count,tokens,richness
press_rep,1,ca01,1173,705,0.601023018
press_rep,1,ca02,1254,774,0.61722488
press_rep,1,ca03,1245,678,0.544578313
press_rep,1,ca04,1115,745,0.668161435
press_rep,1,ca05,1133,619,0.546337158
press_rep,1,ca06,1139,695,0.610184372
press_rep,1,ca07,1179,741,0.628498728
press_rep,1,ca08,1111,683,0.614761476
press_rep,1,ca09,1213,754,0.62159934
press_rep,1,ca10,1178,757,0.642614601
press_rep,1,ca11,1242,800,0.644122383
press_rep,1,ca12,1195,682,0.570711297
press_rep,1,ca13,1163,754,0.648323302
press_rep,1,ca14,1172,788,0.672354949
press_rep,1,ca15,1158,750,0.647668394
press_rep,1,ca16,1254,888,0.708133971
press_rep,1,ca17,1222,797,0.652209493
press_rep,1,ca18,1267,753,0.594317285
press_rep,1,ca19,1197,766,0.639933166
press_rep,1,ca20,1220,782,0.640983607
press_rep,1,ca21,1239,794,0.640839387
press_rep,1,ca22,1227,745,0.607171964
press_rep,1,ca23,1264,838,0.662974684
press_rep,1,ca24,1248,809,0.648237179
press_rep,1,ca25,1232,840,0.681818182
press_rep,1,ca26,1207,725,0.6006628
press_rep,1,ca27,1214,801,0.659802306
press_rep,1,ca28,1196,709,0.592809365
press_rep,1,ca29,1201,915,0.761865112
press_rep,1,ca30,1108,769,0.694043321
press_rep,1,ca31,1221,831,0.680589681
press_rep,1,ca32,1110,831,0.748648649
press_rep,1,ca33,1142,749,0.6558669
press_rep,1,ca34,1121,645,0.575379126
press_rep,1,ca35,1018,610,0.599214145
press_rep,1,ca36,1079,742,0.687673772
press_rep,1,ca37,1186,802,0.676222597
press_rep,1,ca38,1074,612,0.569832402
press_rep,1,ca39,1184,727,0.61402027
press_rep,1,ca40,1185,863,0.728270042
press_rep,1,ca41,1082,723,0.668207024
press_rep,1,ca42,1167,792,0.678663239
press_rep,1,ca43,1178,660,0.560271647
press_rep,1,ca44,1098,686,0.624772313
press_ed,1,cb01,1137,816,0.7176781
press_ed,1,cb02,1125,778,0.691555556
press_ed,1,cb03,1017,759,0.746312684
press_ed,1,cb04,1090,825,0.756880734
press_ed,1,cb05,1132,801,0.707597173
press_ed,1,cb06,1151,788,0.684622068
press_ed,1,cb07,1083,762,0.703601108
press_ed,1,cb08,976,624,0.639344262
press_ed,1,cb09,1064,686,0.644736842
press_ed,1,cb10,1001,616,0.615384615
press_ed,1,cb11,1202,852,0.708818636
press_ed,1,cb12,1113,764,0.686433064
press_ed,1,cb13,1099,822,0.747952684
press_ed,1,cb14,1060,745,0.702830189
press_ed,1,cb15,1094,697,0.637111517
press_ed,1,cb16,1097,710,0.64721969
press_ed,1,cb17,1033,691,0.66892546
press_ed,1,cb18,1068,678,0.634831461
press_ed,1,cb19,1059,708,0.668555241
press_ed,1,cb20,1071,798,0.745098039
press_ed,1,cb21,1085,767,0.706912442
press_ed,1,cb22,1113,716,0.643306379
press_ed,1,cb23,1024,729,0.711914063
press_ed,1,cb24,1127,856,0.759538598
press_ed,1,cb25,1073,730,0.680335508
press_ed,1,cb26,1062,753,0.709039548
press_ed,1,cb27,1017,688,0.676499508
press_rev,1,cc01,1172,883,0.753412969
press_rev,1,cc02,1147,822,0.716652136
press_rev,1,cc03,1106,814,0.735985533
press_rev,1,cc04,1088,799,0.734375
press_rev,1,cc05,1079,841,0.779425394
press_rev,1,cc06,1123,845,0.752448798
press_rev,1,cc07,1201,849,0.706910908
press_rev,1,cc08,1097,751,0.684594348
press_rev,1,cc09,1123,803,0.715048976
press_rev,1,cc10,1116,812,0.727598566
press_rev,1,cc11,1208,885,0.732615894
press_rev,1,cc12,1175,814,0.692765957
press_rev,1,cc13,1104,778,0.704710145
press_rev,1,cc14,1233,920,0.746147607
press_rev,1,cc15,1373,1033,0.752367079
press_rev,1,cc16,1077,781,0.725162488
press_rev,1,cc17,1214,822,0.677100494
religion,1,cd01,943,614,0.651113468
religion,1,cd02,957,612,0.639498433
religion,1,cd03,1114,678,0.608617594
religion,1,cd04,948,490,0.516877637
religion,1,cd05,1043,795,0.762224353
religion,1,cd06,965,622,0.644559585
religion,1,cd07,944,579,0.613347458
religion,1,cd08,1075,622,0.578604651
religion,1,cd09,1139,597,0.524143986
religion,1,cd10,1039,732,0.70452358
religion,1,cd11,994,569,0.572434608
religion,1,cd12,1097,702,0.639927074
religion,1,cd13,962,547,0.568607069
religion,1,cd14,1091,702,0.643446379
religion,1,cd15,1106,705,0.637432188
religion,1,cd16,997,441,0.442326981
religion,1,cd17,1032,733,0.710271318
skill_hob,1,ce01,1074,643,0.598696462
skill_hob,1,ce02,1021,679,0.66503428
skill_hob,1,ce03,1087,564,0.518859246
skill_hob,1,ce04,1107,786,0.7100271
skill_hob,1,ce05,1080,574,0.531481481
skill_hob,1,ce06,1086,716,0.659300184
skill_hob,1,ce07,1173,517,0.440750213
skill_hob,1,ce08,1041,448,0.430355427
skill_hob,1,ce09,1230,700,0.569105691
skill_hob,1,ce10,1173,710,0.605285592
skill_hob,1,ce11,1095,795,0.726027397
skill_hob,1,ce12,1181,753,0.637595258
skill_hob,1,ce13,1047,611,0.583572111
skill_hob,1,ce14,1252,718,0.573482428
skill_hob,1,ce15,1350,514,0.380740741
skill_hob,1,ce16,1072,561,0.523320896
skill_hob,1,ce17,1052,648,0.615969582
skill_hob,1,ce18,1093,709,0.648673376
skill_hob,1,ce19,1051,743,0.706945766
skill_hob,1,ce20,1079,644,0.596848934
skill_hob,1,ce21,1080,548,0.507407407
skill_hob,1,ce22,1143,776,0.678915136
skill_hob,1,ce23,1083,711,0.656509695
skill_hob,1,ce24,1045,605,0.578947368
skill_hob,1,ce25,1135,697,0.614096916
skill_hob,1,ce26,1066,716,0.671669794
skill_hob,1,ce27,1297,475,0.366229761
skill_hob,1,ce28,1114,625,0.561041293
skill_hob,1,ce29,1079,632,0.585727525
skill_hob,1,ce30,1124,694,0.617437722
skill_hob,1,ce31,1180,727,0.616101695
skill_hob,1,ce32,1122,664,0.591800357
skill_hob,1,ce33,1086,688,0.633517495
skill_hob,1,ce34,1231,702,0.570268075
skill_hob,1,ce35,1124,613,0.545373665
skill_hob,1,ce36,1021,591,0.57884427
pop_lore,1,cf01,1077,721,0.669452182
pop_lore,1,cf02,1076,707,0.657063197
pop_lore,1,cf03,1042,679,0.651631478
pop_lore,1,cf04,1146,734,0.640488656
pop_lore,1,cf05,1191,790,0.663308144
pop_lore,1,cf06,991,634,0.63975782
pop_lore,1,cf07,1052,681,0.647338403
pop_lore,1,cf08,1085,677,0.623963134
pop_lore,1,cf09,1039,673,0.64773821
pop_lore,1,cf10,1100,702,0.638181818
pop_lore,1,cf11,1129,664,0.588131089
pop_lore,1,cf12,973,612,0.628982528
pop_lore,1,cf13,1099,556,0.505914468
pop_lore,1,cf14,1015,725,0.714285714
pop_lore,1,cf15,1096,696,0.635036496
pop_lore,1,cf16,1124,708,0.629893238
pop_lore,1,cf17,1147,680,0.592850915
pop_lore,1,cf18,1049,751,0.715919924
pop_lore,1,cf19,1094,723,0.660877514
pop_lore,1,cf20,1069,830,0.776426567
pop_lore,1,cf21,1070,706,0.659813084
pop_lore,1,cf22,1154,669,0.579722704
pop_lore,1,cf23,1024,665,0.649414063
pop_lore,1,cf24,1094,781,0.713893967
pop_lore,1,cf25,1110,670,0.603603604
pop_lore,1,cf26,1104,648,0.586956522
pop_lore,1,cf27,1031,637,0.617846751
pop_lore,1,cf28,1079,680,0.63021316
pop_lore,1,cf29,1165,852,0.731330472
pop_lore,1,cf30,1099,773,0.703366697
pop_lore,1,cf31,983,558,0.567650051
pop_lore,1,cf32,1047,691,0.659980898
pop_lore,1,cf33,1040,559,0.5375
pop_lore,1,cf34,1197,673,0.562238931
pop_lore,1,cf35,1069,628,0.58746492
pop_lore,1,cf36,1010,597,0.591089109
pop_lore,1,cf37,945,610,0.645502646
pop_lore,1,cf38,1173,762,0.649616368
pop_lore,1,cf39,1126,622,0.552397869
pop_lore,1,cf40,1123,736,0.655387355
pop_lore,1,cf41,1086,648,0.596685083
pop_lore,1,cf42,966,655,0.67805383
pop_lore,1,cf43,1050,657,0.625714286
pop_lore,1,cf44,1103,547,0.495920218
pop_lore,1,cf45,1050,584,0.556190476
pop_lore,1,cf46,1118,820,0.733452594
pop_lore,1,cf47,1010,617,0.610891089
pop_lore,1,cf48,1033,589,0.57018393
bel_bio_mem,1,cg01,1018,670,0.658153242
bel_bio_mem,1,cg02,1087,678,0.623735051
bel_bio_mem,1,cg03,1152,748,0.649305556
bel_bio_mem,1,cg04,999,673,0.673673674
bel_bio_mem,1,cg05,1041,703,0.6753122
bel_bio_mem,1,cg06,1115,757,0.678923767
bel_bio_mem,1,cg07,1091,739,0.67736022
bel_bio_mem,1,cg08,1132,761,0.672261484
bel_bio_mem,1,cg09,1032,683,0.661821705
bel_bio_mem,1,cg10,1022,546,0.534246575
bel_bio_mem,1,cg11,1014,671,0.6617357
bel_bio_mem,1,cg12,915,597,0.652459016
bel_bio_mem,1,cg13,1000,715,0.715
bel_bio_mem,1,cg14,1029,750,0.728862974
bel_bio_mem,1,cg15,1042,716,0.687140115
bel_bio_mem,1,cg16,1046,654,0.625239006
bel_bio_mem,1,cg17,1058,712,0.672967864
bel_bio_mem,1,cg18,994,754,0.758551308
bel_bio_mem,1,cg19,1049,663,0.632030505
bel_bio_mem,1,cg20,1051,648,0.616555661
bel_bio_mem,1,cg21,976,654,0.670081967
bel_bio_mem,1,cg22,1090,730,0.669724771
bel_bio_mem,1,cg23,1053,766,0.727445394
bel_bio_mem,1,cg24,968,647,0.66838843
bel_bio_mem,1,cg25,987,550,0.557244174
bel_bio_mem,1,cg26,988,607,0.61437247
bel_bio_mem,1,cg27,1065,750,0.704225352
bel_bio_mem,1,cg28,1009,657,0.651139742
bel_bio_mem,1,cg29,956,677,0.708158996
bel_bio_mem,1,cg30,1103,684,0.620126927
bel_bio_mem,1,cg31,1029,682,0.662779397
bel_bio_mem,1,cg32,1041,690,0.662824207
bel_bio_mem,1,cg33,936,666,0.711538462
bel_bio_mem,1,cg34,1077,721,0.669452182
bel_bio_mem,1,cg35,1108,717,0.647111913
bel_bio_mem,1,cg36,1023,602,0.588465298
bel_bio_mem,1,cg37,1031,735,0.712900097
bel_bio_mem,1,cg38,991,662,0.668012109
bel_bio_mem,1,cg39,1112,745,0.669964029
bel_bio_mem,1,cg40,1050,734,0.699047619
bel_bio_mem,1,cg41,1020,571,0.559803922
bel_bio_mem,1,cg42,1069,720,0.67352666
bel_bio_mem,1,cg43,1005,645,0.641791045
bel_bio_mem,1,cg44,1040,645,0.620192308
bel_bio_mem,1,cg45,1065,723,0.678873239
bel_bio_mem,1,cg46,1085,705,0.649769585
bel_bio_mem,1,cg47,1005,635,0.631840796
bel_bio_mem,1,cg48,1105,731,0.661538462
bel_bio_mem,1,cg49,999,684,0.684684685
bel_bio_mem,1,cg50,1124,857,0.762455516
bel_bio_mem,1,cg51,1030,785,0.762135922
bel_bio_mem,1,cg52,1040,675,0.649038462
bel_bio_mem,1,cg53,1026,712,0.693957115
bel_bio_mem,1,cg54,1022,592,0.57925636
bel_bio_mem,1,cg55,952,625,0.656512605
bel_bio_mem,1,cg56,1008,633,0.62797619
bel_bio_mem,1,cg57,1107,729,0.658536585
bel_bio_mem,1,cg58,1043,683,0.654841802
bel_bio_mem,1,cg59,1013,742,0.732477789
bel_bio_mem,1,cg60,954,533,0.55870021
bel_bio_mem,1,cg61,1103,678,0.614687217
bel_bio_mem,1,cg62,1164,796,0.683848797
bel_bio_mem,1,cg63,1047,744,0.710601719
bel_bio_mem,1,cg64,1169,730,0.624465355
bel_bio_mem,1,cg65,1022,728,0.712328767
bel_bio_mem,1,cg66,970,685,0.706185567
bel_bio_mem,1,cg67,1007,656,0.651439921
bel_bio_mem,1,cg68,1061,715,0.673892554
bel_bio_mem,1,cg69,1179,800,0.678541137
bel_bio_mem,1,cg70,938,620,0.66098081
bel_bio_mem,1,cg71,1013,693,0.684106614
bel_bio_mem,1,cg72,1074,629,0.58566108
bel_bio_mem,1,cg73,1089,664,0.609733701
bel_bio_mem,1,cg74,1047,701,0.669531996
bel_bio_mem,1,cg75,953,629,0.660020986
misc,1,ch01,1310,584,0.445801527
misc,1,ch02,1115,600,0.538116592
misc,1,ch03,965,581,0.602072539
misc,1,ch04,1217,584,0.479868529
misc,1,ch05,1059,537,0.507082153
misc,1,ch06,1345,745,0.553903346
misc,1,ch07,1270,583,0.459055118
misc,1,ch08,1142,532,0.465849387
misc,1,ch09,1173,548,0.467178176
misc,1,ch10,1266,666,0.526066351
misc,1,ch11,1216,705,0.579769737
misc,1,ch12,1058,349,0.329867675
misc,1,ch13,1264,718,0.568037975
misc,1,ch14,1201,409,0.340549542
misc,1,ch15,1175,576,0.490212766
misc,1,ch16,1171,589,0.502988898
misc,1,ch17,1132,562,0.496466431
misc,1,ch18,969,587,0.605779154
misc,1,ch19,1076,583,0.541821561
misc,1,ch20,1265,596,0.471146245
misc,1,ch21,1169,652,0.55774166
misc,1,ch22,1245,460,0.369477912
misc,1,ch23,1092,453,0.414835165
misc,1,ch24,1212,422,0.348184818
misc,1,ch25,1034,651,0.62959381
misc,1,ch26,1187,619,0.52148273
misc,1,ch27,1207,694,0.574979287
misc,1,ch28,1167,633,0.542416452
misc,1,ch29,1184,635,0.536317568
misc,1,ch30,1092,715,0.654761905
learned,1,cj01,1067,506,0.474226804
learned,1,cj02,1155,525,0.454545455
learned,1,cj03,984,498,0.506097561
learned,1,cj04,1229,620,0.504475183
learned,1,cj05,1182,641,0.542301184
learned,1,cj06,1125,540,0.48
learned,1,cj07,1176,573,0.487244898
learned,1,cj08,1113,649,0.583108715
learned,1,cj09,1238,518,0.418416801
learned,1,cj10,1040,649,0.624038462
learned,1,cj11,1140,628,0.550877193
learned,1,cj12,1158,529,0.456822107
learned,1,cj13,1151,432,0.375325804
learned,1,cj14,1109,619,0.558160505
learned,1,cj15,1237,720,0.582053355
learned,1,cj16,1218,466,0.382594417
learned,1,cj17,1167,594,0.508997429
learned,1,cj18,1002,281,0.280439122
learned,1,cj19,1080,429,0.397222222
learned,1,cj20,1006,315,0.313121272
learned,1,cj21,1028,232,0.225680934
learned,1,cj22,1097,678,0.618049225
learned,1,cj23,1108,694,0.626353791
learned,1,cj24,1122,725,0.646167558
learned,1,cj25,1135,555,0.488986784
learned,1,cj26,1159,677,0.584124245
learned,1,cj27,1002,587,0.585828343
learned,1,cj28,956,494,0.516736402
learned,1,cj29,1138,609,0.535149385
learned,1,cj30,1003,599,0.597208375
learned,1,cj31,940,606,0.644680851
learned,1,cj32,1034,375,0.362669246
learned,1,cj33,961,433,0.45057232
learned,1,cj34,1061,585,0.551366635
learned,1,cj35,1148,695,0.605400697
learned,1,cj36,1060,658,0.620754717
learned,1,cj37,1107,660,0.596205962
learned,1,cj38,1213,564,0.464962902
learned,1,cj39,1087,685,0.630174793
learned,1,cj40,1087,562,0.517019319
learned,1,cj41,1072,481,0.44869403
learned,1,cj42,1101,626,0.568574024
learned,1,cj43,1171,650,0.555081127
learned,1,cj44,1100,511,0.464545455
learned,1,cj45,1072,494,0.460820896
learned,1,cj46,1023,559,0.546432063
learned,1,cj47,1113,645,0.579514825
learned,1,cj48,1131,530,0.468611848
learned,1,cj49,1076,556,0.516728625
learned,1,cj50,1132,509,0.449646643
learned,1,cj51,1083,693,0.639889197
learned,1,cj52,855,427,0.499415205
learned,1,cj53,980,571,0.582653061
learned,1,cj54,1102,667,0.605263158
learned,1,cj55,1085,709,0.653456221
learned,1,cj56,1207,684,0.566694283
learned,1,cj57,987,629,0.637284701
learned,1,cj58,1109,638,0.575293057
learned,1,cj59,985,551,0.559390863
learned,1,cj60,1163,763,0.656061909
learned,1,cj61,1078,729,0.676252319
learned,1,cj62,956,673,0.703974895
learned,1,cj63,1072,667,0.622201493
learned,1,cj64,1043,735,0.704697987
learned,1,cj65,1051,618,0.588011418
learned,1,cj66,1057,710,0.671712394
learned,1,cj67,1089,660,0.606060606
learned,1,cj68,1074,769,0.716014898
learned,1,cj69,1182,397,0.335871404
learned,1,cj70,1220,553,0.453278689
learned,1,cj71,1134,618,0.544973545
learned,1,cj72,1259,808,0.64177919
learned,1,cj73,1297,660,0.508866615
learned,1,cj74,1246,644,0.516853933
learned,1,cj75,1102,449,0.407441016
learned,1,cj76,1254,742,0.591706539
learned,1,cj77,1316,594,0.451367781
learned,1,cj78,1271,600,0.472069237
learned,1,cj79,1031,378,0.366634336
learned,1,cj80,1127,455,0.403726708
gen_fic,2,ck01,1054,656,0.622390892
gen_fic,2,ck02,1022,703,0.687866928
gen_fic,2,ck03,953,673,0.706190976
gen_fic,2,ck04,997,611,0.612838516
gen_fic,2,ck05,949,591,0.622760801
gen_fic,2,ck06,1144,788,0.688811189
gen_fic,2,ck07,962,581,0.603950104
gen_fic,2,ck08,937,585,0.624332978
gen_fic,2,ck09,908,575,0.633259912
gen_fic,2,ck10,1050,723,0.688571429
gen_fic,2,ck11,1002,597,0.595808383
gen_fic,2,ck12,1097,805,0.733819508
gen_fic,2,ck13,963,631,0.655244029
gen_fic,2,ck14,1059,708,0.668555241
gen_fic,2,ck15,1068,679,0.63576779
gen_fic,2,ck16,1101,807,0.732970027
gen_fic,2,ck17,1031,692,0.671193016
gen_fic,2,ck18,952,606,0.636554622
gen_fic,2,ck19,983,618,0.628687691
gen_fic,2,ck20,975,745,0.764102564
gen_fic,2,ck21,1090,704,0.64587156
gen_fic,2,ck22,996,657,0.659638554
gen_fic,2,ck23,1036,714,0.689189189
gen_fic,2,ck24,933,448,0.48017149
gen_fic,2,ck25,943,684,0.725344645
gen_fic,2,ck26,969,555,0.572755418
gen_fic,2,ck27,1028,694,0.675097276
gen_fic,2,ck28,1014,589,0.58086785
gen_fic,2,ck29,985,745,0.756345178
mys_det,2,cl01,937,583,0.622198506
mys_det,2,cl02,949,529,0.557428872
mys_det,2,cl03,992,582,0.586693548
mys_det,2,cl04,969,590,0.608875129
mys_det,2,cl05,1024,585,0.571289063
mys_det,2,cl06,975,551,0.565128205
mys_det,2,cl07,1024,654,0.638671875
mys_det,2,cl08,1039,549,0.528392685
mys_det,2,cl09,1014,570,0.562130178
mys_det,2,cl10,961,541,0.562955255
mys_det,2,cl11,963,649,0.673935618
mys_det,2,cl12,1058,728,0.688090737
mys_det,2,cl13,949,590,0.62170706
mys_det,2,cl14,1046,617,0.589866157
mys_det,2,cl15,1065,690,0.647887324
mys_det,2,cl16,989,590,0.596562184
mys_det,2,cl17,1061,700,0.659754948
mys_det,2,cl18,917,557,0.607415485
mys_det,2,cl19,1060,665,0.627358491
mys_det,2,cl20,1047,613,0.58548233
mys_det,2,cl21,1064,686,0.644736842
mys_det,2,cl22,976,622,0.637295082
mys_det,2,cl23,956,599,0.626569038
mys_det,2,cl24,1009,560,0.555004955
sci_fi,2,cm01,1048,701,0.66889313
sci_fi,2,cm02,1024,644,0.62890625
sci_fi,2,cm03,947,591,0.62407603
sci_fi,2,cm04,983,650,0.661241099
sci_fi,2,cm05,1098,794,0.723132969
sci_fi,2,cm06,995,590,0.592964824
adv_west,2,cn01,949,516,0.543730242
adv_west,2,cn02,989,568,0.574317492
adv_west,2,cn03,1033,604,0.584704743
adv_west,2,cn04,1059,647,0.61095373
adv_west,2,cn05,901,542,0.601553829
adv_west,2,cn06,952,622,0.653361345
adv_west,2,cn07,1078,697,0.646567718
adv_west,2,cn08,1006,727,0.722664016
adv_west,2,cn09,991,652,0.657921292
adv_west,2,cn10,1015,598,0.589162562
adv_west,2,cn11,1061,692,0.652214892
adv_west,2,cn12,1047,598,0.571155683
adv_west,2,cn13,1047,713,0.680993314
adv_west,2,cn14,1092,737,0.674908425
adv_west,2,cn15,1039,633,0.609239654
adv_west,2,cn16,1166,741,0.635506003
adv_west,2,cn17,999,598,0.598598599
adv_west,2,cn18,883,574,0.650056625
adv_west,2,cn19,1032,667,0.646317829
adv_west,2,cn20,1028,709,0.689688716
adv_west,2,cn21,1036,743,0.717181467
adv_west,2,cn22,1035,587,0.567149758
adv_west,2,cn23,946,657,0.694503171
adv_west,2,cn24,1000,598,0.598
adv_west,2,cn25,1071,699,0.652661064
adv_west,2,cn26,1111,693,0.623762376
adv_west,2,cn27,1037,559,0.539054966
adv_west,2,cn28,1100,801,0.728181818
adv_west,2,cn29,1038,654,0.630057803
rom_love,2,cp01,1008,669,0.663690476
rom_love,2,cp02,995,613,0.616080402
rom_love,2,cp03,1027,665,0.64751704
rom_love,2,cp04,1108,736,0.664259928
rom_love,2,cp05,986,678,0.687626775
rom_love,2,cp06,1037,705,0.679845709
rom_love,2,cp07,973,624,0.641315519
rom_love,2,cp08,933,555,0.594855305
rom_love,2,cp09,863,561,0.650057937
rom_love,2,cp10,976,661,0.677254098
rom_love,2,cp11,878,609,0.693621868
rom_love,2,cp12,933,555,0.594855305
rom_love,2,cp13,1007,648,0.643495531
rom_love,2,cp14,974,662,0.679671458
rom_love,2,cp15,1025,616,0.60097561
rom_love,2,cp16,1074,692,0.644320298
rom_love,2,cp17,1026,579,0.564327485
rom_love,2,cp18,968,538,0.555785124
rom_love,2,cp19,928,531,0.572198276
rom_love,2,cp20,921,603,0.654723127
rom_love,2,cp21,1083,698,0.644506002
rom_love,2,cp22,928,556,0.599137931
rom_love,2,cp23,1069,640,0.598690365
rom_love,2,cp24,1064,465,0.437030075
rom_love,2,cp25,941,598,0.635494155
rom_love,2,cp26,908,482,0.530837004
rom_love,2,cp27,1033,621,0.601161665
rom_love,2,cp28,986,660,0.669371197
rom_love,2,cp29,1109,791,0.713255185
humor,2,cr01,1023,739,0.722385142
humor,2,cr02,992,704,0.709677419
humor,2,cr03,1120,872,0.778571429
humor,2,cr04,952,617,0.648109244
humor,2,cr05,1071,713,0.66573296
humor,2,cr06,985,675,0.685279188
humor,2,cr07,974,564,0.579055441
humor,2,cr08,1115,933,0.8367713
humor,2,cr09,1030,914,0.887378641
